-2.46,-0.207
-1.95,-0.218
-1.15,-0.234
-0.78,-0.24
-2.69,-0.199
-3.58,-0.18
-4.37,-0.158
-5.99,-0.132
-7.13,-0.11
-9.19,-0.069
-10.81,-0.037
-11.47,0
